admin_project_code,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_sum_em,GHG_sum_op,GHG_sum_em_m2a,GHG_sum_op_m2a,GHG_A1,GHG_A2,GHG_A3,GHG_A4,GHG_A5,GHG_B1,GHG_B2,GHG_B3,GHG_B4,GHG_B5,GHG_B6,GHG_B7,GHG_C1,GHG_C2,GHG_C3,GHG_C4,GHG_D,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B5_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_D_m2a,GHG_A123,GHG_A45,GHG_A12345,GHG_B1234,GHG_B12345,GHG_B67,GHG_B1234567,GHG_C12,GHG_C34,GHG_C1234,GHG_C34_D,GHG_C1234_D,GHG_A123_m2a,GHG_A45_m2a,GHG_A12345_m2a,GHG_B1234_m2a,GHG_B12345_m2a,GHG_B67_m2a,GHG_B1234567_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_C1234_m2a,GHG_C34_D_m2a,GHG_C1234_D_m2a,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a
CSTB110,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,215.0,n/a,0-5000,8.0,2,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,137510.61000000002,n/a,12.791684651162793,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.4679590697674419,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.87317488372093,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1020232558139533,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.8634595348837206,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB111,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,330.0,n/a,0-5000,12.0,2,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,203224.14999999997,n/a,12.31661515151515,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5790581818181818,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.5722818181818177,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.0386533333333332,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.766260606060606,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB112,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,236.0,n/a,0-5000,8.0,2,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,138694.34,n/a,11.753757627118643,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.4263186440677966,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.3274771186440684,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.030141525423729,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.6093152542372877,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB113,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,236.0,n/a,0-5000,8.0,2,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,138714.97999999998,n/a,11.755506779661015,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.4263186440677966,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.3292262711864407,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.030141525423729,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.6093152542372877,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB114,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,297.0,n/a,0-5000,16.0,2,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,170693.59000000003,n/a,11.494517845117846,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.4674841750841751,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.8142888888888886,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8468390572390573,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.6527171717171716,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB115,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,297.0,n/a,0-5000,16.0,2,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,174009.16999999995,n/a,11.717789225589222,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.4674841750841751,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.098337373737374,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8468390572390573,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.6527171717171716,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB116,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,1096.0,n/a,0-5000,31.99,0,1,massive brick,Flat roof,n/a,3,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,705560.44,n/a,12.875190510948903,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9310779197080292,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.809500912408759,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1105301094890512,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.6617576642335767,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.5592992700729926,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6398248175182482,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB117,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,1177.0,n/a,0-5000,35.28,0,1,massive brick,Flat roof,n/a,3,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,767908.3900000001,n/a,13.048570773152084,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.882663041631266,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.831887170773152,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.971238572642311,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.0182231096006795,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.560391503823279,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64009787595582,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB118,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,550.0,n/a,0-5000,17.85,0,1,massive brick,Flat roof,n/a,3,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,442518.43999999994,n/a,16.091579636363633,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.108315272727273,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.621025818181818,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5151465454545454,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.203755636363636,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.5590690909090914,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6397672727272726,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB119,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,981.0,n/a,0-5000,21.92,0,0,massive concrete,Flat roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,1308726.08,n/a,26.681469520897043,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5889255861365953,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.900117431192661,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.085057084607543,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.786897247706422,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.560991641182467,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6402479102956167,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB120,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,598.0,n/a,0-5000,11.92,0,0,massive concrete,Flat roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,1032545.4600000001,n/a,34.53329297658863,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1046882943143812,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.4293812709030105,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.867738127090301,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.853864214046823,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.560085618729097,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6400214046822742,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB121,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,1311.0,n/a,0-5000,52.2,9,0,massive brick,Flat roof,n/a,1,n/a,42.7,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,713042.72,n/a,10.87784469870328,3.1426,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9252541571319604,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.2500225781845917,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.98254706331045,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.424626086956522,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB122,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,1272.0,n/a,0-5000,55.0,5,0,massive concrete,Flat roof,n/a,2,n/a,60.2,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,943650.7,n/a,14.837275157232705,14.2429,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8803106918238994,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.606356918238995,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1211485849056604,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.304882075471698,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.844691352201258,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB123,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,1444.6,n/a,0-5000,62.0,5,0,massive brick,Flat roof,n/a,2,n/a,43.0,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,1163426.9300000002,n/a,16.10725363422401,10.0697,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8751486916793576,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.8082516959712045,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5296372698324796,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.4232977986986013,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.80142876920947,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB124,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,1399.37,n/a,0-5000,61.0,5,0,massive brick,Flat roof,n/a,2,n/a,44.9,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,1128690.7800000003,n/a,16.131413135911167,10.5493,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9030935349478695,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.6630763843729675,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5296569170412402,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.5297556757683823,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.7814089197281633,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB125,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,115.0,n/a,0-5000,2.07,2,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,62077.319999999985,n/a,10.796055652173912,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5486417391304348,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.062551304347826,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8432382608695651,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.8944852173913045,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6660469565217393,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5809582608695653,n/a,n/a,n/a,n/a,n/a,n/a,n/a
